
Netlist successfully made
Time taken to backtrack (very imp) 0.000293417seconds by thread number 5
Time taken to backtrack (very imp) 0.000254049seconds by thread number 1
Time taken to backtrack (very imp) 0.000152169seconds by thread number 0
Time taken to backtrack (very imp) 0.000201596seconds by thread number 4
Time taken to backtrack (very imp) 0.000185234seconds by thread number 2
Time taken to reroute 1.6883e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 3.3425e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 7.2753e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 8.8004e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 5.3045e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 8.21e-07seconds by thread number 3
Time taken to rip nets 7.52e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to rip nets 8.41e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 9.12e-07seconds by thread number 4
Time taken to rip nets 6.92e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to rip nets 8.22e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 0
Time taken to backtrack under #pragma omp single 0.000150586seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 1
Time taken to backtrack (very imp) 0.000270342seconds by thread number 5
Time taken to backtrack (very imp) 0.000300962seconds by thread number 1
Time taken to backtrack (very imp) 0.000319799seconds by thread number 3
Time taken to backtrack (very imp) 0.000169544seconds by thread number 2
Time taken to backtrack (very imp) 0.000219101seconds by thread number 4
Time taken to backtrack (very imp) 0.000185976seconds by thread number 0
Time taken to reroute 1.6843e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 4.81e-07seconds by thread number 0
Maze routing a batch 
Time taken to reroute 3.4017e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 8.673e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 6.7402e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 5.2222e-05seconds by thread number 3
Maze routing a batch 
Time taken to rip nets 6.01e-07seconds by thread number 4
Time taken to rip nets 6.31e-07seconds by thread number 2
Time taken to rip nets 6.31e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to rip nets 8.61e-07seconds by thread number 5
Time taken to rip nets 8.01e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 6.81e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 5
Time taken to backtrack under #pragma omp single 0.000133091seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 31Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 

4
Time taken to backtrack (very imp) 0.000215233seconds by thread number 5
Time taken to backtrack (very imp) 0.000181357seconds by thread number 1
Time taken to backtrack (very imp) 0.000166468seconds by thread number 3
Time taken to backtrack (very imp) 0.000283257seconds by thread number 0
Time taken to backtrack (very imp) 0.000266975seconds by thread number 4
Time taken to backtrack (very imp) 0.000299299seconds by thread number 2
Time taken to reroute 1.7234e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 3.5009e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.51e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 5.3765e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 8.9416e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 6.9707e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 8.32e-07seconds by thread number 3
Time taken to rip nets 8.82e-07seconds by thread number 5
Time taken to rip nets 7.82e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 8.81e-07seconds by thread number 0
Time taken to rip nets 9.11e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to rip nets 8.51e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.15Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.000145626seconds by thread number 3
1957.15seconds by thread number 4
1957.15seconds by thread number 1
seconds by thread number 5
1957.15seconds by thread number 2
Time taken to backtrack (very imp) 0.000199943seconds by thread number 0
Time taken to backtrack (very imp) 0.000183812seconds by thread number 4
Time taken to backtrack (very imp) 0.000150466seconds by thread number 2
Time taken to backtrack (very imp) 0.000295872seconds by thread number 3
Time taken to backtrack (very imp) 0.000276263seconds by thread number 1
Time taken to backtrack (very imp) 0.000260953seconds by thread number 5
Time taken to reroute 3.5059e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 1.5651e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.81e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 8.4667e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 6.8284e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.2023e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 4.91e-07seconds by thread number 5
Time taken to rip nets 4.91e-07seconds by thread number 3
Time taken to rip nets 7.21e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 6.91e-07seconds by thread number 2
Time taken to rip nets 7.82e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.10001e-08seconds by thread number 0
Time taken to rip nets 8.62e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.15Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single seconds by thread number 0.000136027seconds by thread number 3
4
1957.15seconds by thread number 1957.15seconds by thread number 2
1
Time taken to backtrack (very imp) 0.000291724seconds by thread number 3
Time taken to backtrack (very imp) 0.000257436seconds by thread number 5
Time taken to backtrack (very imp) 0.000272856seconds by thread number 1
Time taken to backtrack (very imp) 0.000156057seconds by thread number 4
Time taken to backtrack (very imp) 0.000205504seconds by thread number 2
Time taken to backtrack (very imp) 0.000189402seconds by thread number 0
Time taken to reroute 3.3736e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 4.61e-07seconds by thread number 0
Maze routing a batch 
Time taken to reroute 1.6171e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 8.7372e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 7.1882e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2363e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 7.91e-07seconds by thread number 4
Time taken to rip nets 7.81e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 8.02e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to rip nets 1.002e-06seconds by thread number 5
Time taken to rip nets 7.42e-07seconds by thread number 1
Time taken to rip nets 1.032e-06seconds by thread number 3
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.15Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 1
seconds by thread number 0
1957.15seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.15Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 2seconds by thread number 5
Time taken to backtrack under #pragma omp single 0.000150626seconds by thread number 4

Time taken to backtrack (very imp) 0.000316282seconds by thread number 4
Time taken to backtrack (very imp) 0.000267025seconds by thread number 0
Time taken to backtrack (very imp) 0.000299869seconds by thread number 2
Time taken to backtrack (very imp) 0.000165976seconds by thread number 5
Time taken to backtrack (very imp) 0.000196145seconds by thread number 1
Time taken to backtrack (very imp) 0.000180986seconds by thread number 3
Time taken to reroute 3.4948e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.21e-07seconds by thread number 3
Maze routing a batch 
Time taken to reroute 1.545e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 8.609e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 6.9357e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.2514e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 5.71e-07seconds by thread number 3
Time taken to rip nets 7.61e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to rip nets 5.71e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to rip nets 6.81e-07seconds by thread number 0
Time taken to rip nets 6.61e-07seconds by thread number 2
Time taken to rip nets 8.71e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.15Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.000156287seconds by thread number 3
1957.15seconds by thread number 4
seconds by thread number 51957.15seconds by thread number 0

1957.15seconds by thread number 1
Time taken to backtrack (very imp) 0.000316773seconds by thread number 3
Time taken to backtrack (very imp) 0.000267075seconds by thread number 5
Time taken to backtrack (very imp) 0.000297816seconds by thread number 1
Time taken to backtrack (very imp) 0.000160817seconds by thread number 0
Time taken to backtrack (very imp) 0.000178031seconds by thread number 4
Time taken to backtrack (very imp) 0.000194603seconds by thread number 2
Time taken to reroute 1.6793e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 3.3686e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 8.7251e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 7.1851e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2593e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 8.52e-07seconds by thread number 1
Time taken to rip nets 9.02e-07seconds by thread number 3
Time taken to rip nets 8.72e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to rip nets 9.42e-07seconds by thread number 4
Time taken to rip nets 8.92e-07seconds by thread number 2
Time taken to rip nets 7.62e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 0Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.00013206seconds by thread number 1

1957.15seconds by thread number 3
Time taken to backtrack (very imp) 0.0002592seconds by thread number 5
Time taken to backtrack (very imp) 0.000289569seconds by thread number 1
Time taken to backtrack (very imp) 0.000274529seconds by thread number 3
Time taken to backtrack (very imp) 0.00015783seconds by thread number 0
Time taken to backtrack (very imp) 0.000189893seconds by thread number 4
Time taken to backtrack (very imp) 0.000174002seconds by thread number 2
Time taken to reroute 3.4758e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.11e-07seconds by thread number 2
Maze routing a batch 
Time taken to reroute 3.2715e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.3475e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 8.8153e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 6.8895e-05seconds by thread number 1
Maze routing a batch 
Time taken to rip nets 7.22e-07seconds by thread number 5
Time taken to rip nets 6.61e-07seconds by thread number 1
Time taken to rip nets 7.32e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.10001e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to rip nets 7.92e-07seconds by thread number 0
Time taken to rip nets 7.42e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to rip nets 7.92e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to backtrack under #pragma omp single 1957.15seconds by thread number 2Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.15Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 1957.15seconds by thread number Time taken to backtrack under #pragma omp single 0.000136438seconds by thread number 5
1957.15seconds by thread number 4seconds by thread number 1
1957.150

seconds by thread number 3

Time taken to backtrack (very imp) 0.000217848seconds by thread number 0
Time taken to backtrack (very imp) 0.000169714seconds by thread number 4
Time taken to backtrack (very imp) 0.000185424seconds by thread number 2
Time taken to backtrack (very imp) 0.000305812seconds by thread number 5
Time taken to backtrack (very imp) 0.000290602seconds by thread number 3
Time taken to backtrack (very imp) 0.000271264seconds by thread number 1
Time taken to reroute 1.9989e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.5189e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 6.01e-07seconds by thread number 1
Maze routing a batch 
Time taken to reroute 7.9697e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 9.6149e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 5.2924e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 5.11e-07seconds by thread number 5
Time taken to rip nets 8.12e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to rip nets 5.41e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to rip nets 7.11e-07seconds by thread number 0
Time taken to rip nets 8.11e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to rip nets 6.51e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 2
Time taken to backtrack under #pragma omp single 0.00016252seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 3
4
Time taken to backtrack (very imp) 0.000155335seconds by thread number 2
Time taken to backtrack (very imp) 0.000207428seconds by thread number 0
Time taken to backtrack (very imp) 0.000172218seconds by thread number 4
Time taken to backtrack (very imp) 0.000298558seconds by thread number 1
Time taken to backtrack (very imp) 0.000268087seconds by thread number 3
Time taken to backtrack (very imp) 0.000317734seconds by thread number 5
Time taken to reroute 1.536e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.063e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.51e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2834e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 6.9987e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 8.9696e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 8.82e-07seconds by thread number 4
Time taken to rip nets 7.22e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to rip nets 6.91e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 3.99998e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 4.99999e-08seconds by thread number 2
Time taken to rip nets 8.51e-07seconds by thread number 5
Time taken to rip nets 8.21e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to rip nets 7.91e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 1
Time taken to backtrack under #pragma omp single 0.000155606seconds by thread number 4
Time taken to backtrack (very imp) 0.000256996seconds by thread number 2
Time taken to backtrack (very imp) 0.000273428seconds by thread number 0
Time taken to backtrack (very imp) 0.000308537seconds by thread number 4
Time taken to backtrack (very imp) 0.000204142seconds by thread number 5
Time taken to backtrack (very imp) 0.000169423seconds by thread number 1
Time taken to backtrack (very imp) 0.000153151seconds by thread number 3
Time taken to reroute 1.541e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 5.01e-07seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.4898e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2182e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 8.5609e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 6.8595e-05seconds by thread number 0
Maze routing a batch 
Time taken to rip nets 8.12e-07seconds by thread number 2
Time taken to rip nets 6.71e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to rip nets 8.72e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to rip nets 8.92e-07seconds by thread number 3
Time taken to rip nets 7.92e-07seconds by thread number 1
Time taken to rip nets 9.02e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.000150777seconds by thread number 2
1957.16seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number Time taken to backtrack under #pragma omp single 1957.16seconds by thread number Time taken to backtrack under #pragma omp single 1957.160
seconds by thread number 5
4
Time taken to backtrack (very imp) 0.000329067seconds by thread number 2
Time taken to backtrack (very imp) 0.000280021seconds by thread number 4
Time taken to backtrack (very imp) 0.000296543seconds by thread number 0
Time taken to backtrack (very imp) 0.000193671seconds by thread number 3
Time taken to backtrack (very imp) 0.00020883seconds by thread number 1
Time taken to backtrack (very imp) 0.000178671seconds by thread number 5
Time taken to reroute 3.8435e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 6.32e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 1.7715e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 7.3224e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 5.6e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 9.0177e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 5.91e-07seconds by thread number 3
Time taken to rip nets 7.52e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to rip nets 6.01e-07seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to rip nets 8.62e-07seconds by thread number 0
Time taken to rip nets 8.52e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 0
Time taken to rip nets 6.82e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 2
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 4
Time taken to backtrack under #pragma omp single 0.000160886Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 1
seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 2Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 5

Time taken to backtrack (very imp) 0.000213349seconds by thread number 0
Time taken to backtrack (very imp) 0.000171427seconds by thread number 4
Time taken to backtrack (very imp) 0.000154975seconds by thread number 2
Time taken to backtrack (very imp) 0.000281143seconds by thread number 1
Time taken to backtrack (very imp) 0.000315511seconds by thread number 3
Time taken to backtrack (very imp) 0.000265983seconds by thread number 5
Time taken to reroute 1.543e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.072e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.41e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2975e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 8.6279e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 6.9757e-05seconds by thread number 4
Maze routing a batch 
Time taken to rip nets 6.11e-07seconds by thread number 5
Time taken to rip nets 7.91e-07seconds by thread number 1
Time taken to rip nets 5.71e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 4e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to rip nets 8.42e-07seconds by thread number 2
Time taken to rip nets 6.61e-07seconds by thread number 0
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to rip nets 6.41e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to backtrack under #pragma omp single Time taken to backtrack under #pragma omp single 0.00013718seconds by thread number 5
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 1
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 2
1957.16seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 4
Time taken to backtrack (very imp) 0.000198029seconds by thread number 2
Time taken to backtrack (very imp) 0.000164533seconds by thread number 0
Time taken to backtrack (very imp) 0.000148362seconds by thread number 4
Time taken to backtrack (very imp) 0.000250924seconds by thread number 3
Time taken to backtrack (very imp) 0.000266103seconds by thread number 1
Time taken to backtrack (very imp) 0.000285301seconds by thread number 5
Time taken to reroute 3.4748e-05seconds by thread number 3
Maze routing a batch 
Time taken to reroute 1.534e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.6e-07seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2222e-05seconds by thread number 4
Maze routing a batch 
Time taken to reroute 6.9346e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 8.6189e-05seconds by thread number 2
Maze routing a batch 
Time taken to rip nets 7.81e-07seconds by thread number 2
Time taken to rip nets 9.72e-07seconds by thread number 0
Time taken to rip nets 9.82e-07seconds by thread number 4
Time taken to do Bellmann ford relaxations 2e-08seconds by thread number 0
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 4
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 2
Time taken to rip nets 9.42e-07seconds by thread number 1
Time taken to rip nets 1.012e-06seconds by thread number 5
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 1
Time taken to rip nets 9.92e-07seconds by thread number 3
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 5
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 3
Time taken to backtrack under #pragma omp single 1957.16Time taken to backtrack under #pragma omp single 1957.16seconds by thread number Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 4
1
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 3
seconds by thread number 5
Time taken to backtrack under #pragma omp single 0.000143583seconds by thread number 0
Time taken to backtrack under #pragma omp single 1957.16seconds by thread number 2
Time taken to backtrack (very imp) 0.000267526seconds by thread number 4
Time taken to backtrack (very imp) 0.000292355seconds by thread number 0
Time taken to backtrack (very imp) 0.000251214seconds by thread number 2
Time taken to backtrack (very imp) 0.000164223seconds by thread number 5
Time taken to backtrack (very imp) 0.000194372seconds by thread number 1
Time taken to backtrack (very imp) 0.000149153seconds by thread number 3
Time taken to reroute 1.5401e-05seconds by thread number 1
Maze routing a batch 
Time taken to reroute 4.81e-07seconds by thread number 3
Maze routing a batch 
Time taken to reroute 3.4969e-05seconds by thread number 5
Maze routing a batch 
Time taken to reroute 5.2363e-05seconds by thread number 2
Maze routing a batch 
Time taken to reroute 6.9086e-05seconds by thread number 0
Maze routing a batch 
Time taken to reroute 8.5268e-05seconds by thread number 4
Maze routing a batch 
Time taken to rip nets 5.51e-07seconds by thread number 5
Time taken to rip nets 5.81e-07seconds by thread number 3
Time taken to rip nets 8.01e-07seconds by thread number 1
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 3
Time taken to do Bellmann ford relaxations 4.09998e-08seconds by thread number 1
Time taken to do Bellmann ford relaxations 3.00001e-08seconds by thread number 5
Time taken to rip nets 8.41e-07seconds by thread number 0
Time taken to rip nets 6.91e-07seconds by thread number 4
Time taken to rip nets 8.21e-07seconds by thread number 2
Time taken to do Bellmann ford relaxations 2.99999e-08seconds by thread number 4
